
"[53.3, 431, 358]","[53.2, 105, 458]"
"[56.7, 420, 0]","[56.7, 418, 4]","[56.7, 413, 13]","[56.6, 407, 20]","[56.6, 405, 23]","[56.6, 400, 27]","[56.6, 398, 30]","[56.6, 397, 32]","[56.5, 395, 35]","[56.5, 395, 36]","[56.5, 395, 37]","[56.4, 395, 48]","[55.5, 395, 118]","[50.8, 396, 198]","[50.8, 396, 197]","[50.7, 397, 197]","[50.6, 398, 197]","[50.6, 399, 197]","[50.5, 402, 196]","[50.5, 407, 193]","[50.5, 408, 193]","[50.5, 421, 184]","[50.4, 435, 174]","[50.4, 459, 143]","[50.4, 475, 103]","[50.3, 478, 81]","[50.3, 482, 71]","[50.3, 483, 60]","[50.3, 483, 59]","[50.3, 483, 58]","[50.1, 483, 57]","[50, 483, 57]","[50, 482, 58]","[50, 480, 60]","[50, 479, 60]","[49.9, 478, 61]","[49.9, 477, 62]"
